age,income,claim_amount,num_claims,policy_duration,num_dependents,vehicle_age,credit_score,employment_status,education,marital_status,claim_type,is_fraud
71.6545810271224,15247584.706142642,9026105.992927186,0,13.990442497717083,1,4.500263511785085,682.5492035772739,employed,bachelor,married,health,0
27.555207117160045,11543031.654964643,4605217.753510023,2,76.55171432440756,2,3.2251916117883113,681.4173766902991,unemployed,high_school,single,health,0
35.80819844658163,5419741.509878702,2286814.631136139,3,3.6207098470761565,1,2.328352157831392,694.8296637505921,employed,bachelor,married,property,0
40.019428376283294,5665417.843727469,9872573.983166192,0,48.11171008571826,2,4.921601399501154,631.1052937766879,employed,bachelor,single,health,0
52.89199605724292,23103543.07735825,3774989.9580629487,1,82.62020621657976,1,7.140118999737799,601.8456607002393,employed,master,married,accident,0
28.889321153306202,14755255.486153955,6180716.033463778,2,49.39420471971658,3,4.422238322528104,725.0844575095518,self_employed,bachelor,married,accident,0
42.827374697302794,12313712.488162003,3526210.917016034,1,47.927280288782015,1,4.0383544278518055,800.0575304198671,employed,bachelor,married,property,0
41.79347307595972,7570109.475737723,6451940.485898571,1,57.43393116759364,2,4.759888109831851,686.9470253381016,employed,bachelor,married,property,0
48.19854884801283,13186453.840810247,500000.0,0,63.4911346136752,6,0.7952535058368637,707.4331998527088,employed,master,married,theft,0
39.33342761324057,13773915.572805556,761926.5425221063,1,44.86671474291815,3,8.397217184977908,672.3940957235262,employed,bachelor,married,accident,0
61.06570837978588,25266836.618305646,7392530.920634372,1,20.28684080623485,2,4.420588401607637,546.9597028174292,self_employed,bachelor,married,health,0
45.53293638755722,5222194.24326437,5481865.475244361,1,42.14716663875642,2,9.11242610472696,642.6536181023904,self_employed,bachelor,divorced,theft,0
25.60329681891744,13902306.375646396,3463685.3049543053,0,32.15548466127089,1,4.6549271121779325,596.1072217417353,unemployed,bachelor,married,accident,0
53.53887739922605,11075234.064772546,3605260.773331931,3,24.362302037759093,2,6.283604073556985,829.0647591310311,self_employed,master,divorced,health,0
44.32777469722954,5738296.608469846,500000.0,2,66.55857183647997,2,3.6762360120661626,687.0324098878166,employed,bachelor,married,property,0
29.311013637372838,22321377.205748983,6146021.6163582895,3,9.827544303098051,1,2.5968289479932127,771.274883074178,employed,high_school,married,accident,0
47.59338239327542,13866698.945022054,5391626.877285075,1,46.000436057953706,0,0.0,770.3833493722816,employed,bachelor,single,health,0
51.557218052890356,7225480.352934222,26799256.192398682,3,17.687598550666102,1,4.968442478673812,453.81312110767664,unemployed,bachelor,single,health,1
44.78790589002035,17488312.522944625,4598064.577973606,0,33.51320049606199,1,7.802171283550521,844.9522797571684,self_employed,bachelor,married,health,0
45.23137155658567,5000000.0,6012203.210973985,3,117.64501349303819,2,6.134038256426376,648.1909452220639,self_employed,master,divorced,theft,0
28.766833008198134,8453291.028746728,5000000.0,3,16.777947716981174,5,12.336193626733278,581.2134513758916,employed,bachelor,divorced,accident,1
51.05980134309351,13719690.611365244,11400936.81404569,1,37.78400983541791,3,8.266451087712769,793.1777425215657,employed,bachelor,married,property,0
49.7677703223729,15268541.18455205,8395035.611003652,1,36.18656589116646,1,7.050048960383048,781.0732547085348,employed,bachelor,single,theft,0
46.316699538851225,3000000.0,15745425.062108463,2,14.900768652617055,5,9.690463527342242,466.34705407866,employed,bachelor,single,health,1
23.98467271707721,7697564.10719044,4922798.615482258,0,30.326739131559005,0,8.234858296668053,666.605939141315,employed,master,single,health,0
34.58447985151158,10843488.080853585,7761426.793535813,5,14.10332713320735,2,10.855238454881766,403.1614786202245,employed,high_school,single,accident,1
47.74258703140068,8234485.508427821,500000.0,1,69.40731976428486,1,2.1865607740350033,738.2797203846508,employed,high_school,married,theft,0
56.06310565954728,18660877.935522977,7921870.080637761,2,67.9108269282278,2,5.180146042856998,727.7342742429489,employed,high_school,married,accident,0
37.410554484061365,8486362.580916993,4709463.017144646,2,57.24367788289335,3,8.439080781640644,739.1247601368062,employed,bachelor,single,accident,0
51.229647321546494,5043282.9738112185,16034862.75620303,3,18.03061803442427,6,10.001337463221944,750.0,employed,high_school,divorced,property,1
47.14188430524296,25741774.890809484,9149172.195744816,3,1.0,0,5.365082792941944,735.5084303772526,employed,master,single,health,0
41.1441303932957,12106264.097461883,5093643.769008694,1,60.26713205552136,1,6.765438227950406,754.8470753431458,employed,bachelor,married,health,0
55.13823103042619,5000000.0,4160482.772471182,1,44.93885884914046,2,5.795715395631916,809.7682815670179,employed,bachelor,single,health,0
45.21403175309567,8495007.249228908,2039679.1454794193,0,16.596933910400125,1,0.25739565939928255,839.8470105124666,self_employed,high_school,married,health,0
40.678127781586674,24850434.108549483,500000.0,2,26.44766019793722,4,7.110257178662607,581.5053829884657,self_employed,phd,single,theft,0
38.21236828279244,17748436.616319485,9212916.515497815,0,65.71102935939928,1,9.883072577991644,707.7178333867582,self_employed,phd,married,accident,0
58.48388775783863,10506715.544596592,8689344.580918144,0,20.67386654015544,3,1.60869739301266,729.3098699707274,employed,bachelor,married,accident,0
51.014343364657314,19324716.33449793,4581457.915000788,4,26.17686904999525,1,0.0,685.8776412316945,self_employed,master,married,property,0
41.040372392972756,16241968.416466234,7007757.692378486,3,48.58285437229849,0,8.551924247294941,748.298114585112,employed,bachelor,married,accident,0
21.182268238959395,11256610.22133402,6173244.528250151,0,33.42390861126643,2,2.5162429223951603,646.168610519557,self_employed,master,married,theft,0
45.62773693778161,14630704.448240224,5988876.593524221,2,62.84721900680821,3,3.3890640594572865,663.9052588020036,self_employed,high_school,married,accident,0
25.349876200347733,20679461.985177897,5190613.865470451,1,40.299165321044335,3,5.092893139672989,630.4688254983234,employed,bachelor,married,accident,0
24.11620514989385,15942754.609130405,4203660.86532349,0,20.953485178929284,5,1.9620235177213505,714.6721691242801,unemployed,bachelor,married,accident,0
18.0,11272392.175423594,4638444.876862419,4,89.6934017864502,0,2.6255918347574134,679.353080342379,employed,master,single,health,0
49.938467854452355,3200895.531726597,16555641.868530907,4,10.619517736015563,1,9.819491131532178,557.2497909590408,self_employed,high_school,single,theft,1
42.36233483042948,20169037.408193372,6873819.934682834,0,45.663822028746154,2,5.101210723335776,596.9214699820747,employed,master,married,accident,0
36.6459104404416,8147984.343044618,10416063.37737777,0,43.999991524655925,0,2.1012955786175804,850.0,employed,high_school,single,health,0
23.959294733488832,15371690.185233517,2062458.6911672018,2,56.497136063603485,1,9.411360792648301,680.9487836968706,self_employed,high_school,married,health,0
59.67957435245671,15322461.594641984,5984029.153950216,2,8.444344076367539,0,9.396047906863378,616.0689704772061,employed,bachelor,married,property,0
63.94800987740757,22444266.554596733,7557226.6333945915,3,9.047166637187754,2,7.126481984634234,714.1860973036986,employed,high_school,married,theft,0
18.56349441574376,18567582.217002425,3082582.346644879,1,36.36473511236784,1,5.066306205851131,721.2288151264639,employed,bachelor,married,health,0
27.951044404539672,10057629.812151777,1383414.1861677873,2,5.0445979650029145,3,7.547402436553881,754.6611172330672,employed,phd,married,theft,0
46.80126071421016,14359336.01400726,2015848.1778922407,1,45.08768328251273,4,0.0,696.7759616076893,employed,high_school,single,property,0
28.64211044813886,11137594.490520403,9605983.200129839,1,1.0,1,10.996557757391813,755.5798979516534,employed,master,married,accident,0
45.44210455065361,9958143.410828486,1064115.3639016347,0,27.895013791247635,4,6.032621822128237,707.5459639794693,employed,bachelor,married,theft,0
57.945498942915485,13368932.248161163,8109297.0672355015,1,42.377741423245595,3,3.568449810867059,775.607696808245,employed,bachelor,married,health,0
37.52066464364744,25958945.786895286,500000.0,1,65.93025188013749,2,6.019355449802054,735.5986422976966,employed,master,married,property,0
24.547382360270582,16140233.373705734,5000000.0,2,16.476279578850203,2,5.826542183203493,455.1427255432656,employed,bachelor,single,theft,1
45.195517904328355,21875314.038075626,5040966.991512372,2,21.656337706625777,0,1.504247660684488,681.4761517356516,employed,bachelor,divorced,health,0
39.486119424261105,14505791.501835514,9695310.21672273,4,1.0,1,6.707023342562522,697.4323606657113,employed,bachelor,married,property,0
46.60062518829462,14854926.051935345,3526326.7561486615,0,33.01112669206948,3,5.34825376381861,578.368290609199,employed,bachelor,single,health,0
52.362996327634804,15162175.136978304,11193483.169531025,1,52.484326659230796,3,2.5224928534819773,652.826887960029,unemployed,high_school,married,theft,0
29.2548644688995,17003442.264008358,4711834.741489772,2,51.92637827177908,0,4.86219463831084,683.2138656506402,employed,high_school,married,theft,0
42.09493375398207,29018335.272976253,4291897.429531878,0,1.0,2,0.8931712422639659,677.2670958787364,employed,bachelor,divorced,property,0
24.257965211798087,16643891.420480162,2743296.390417672,2,14.178933265764726,2,4.986761284780315,654.7357672627137,employed,master,married,property,0
47.5865957683822,19136002.42011148,6785715.0921654925,4,41.90501575961154,0,7.21372468791562,659.541321132446,employed,master,married,accident,0
38.18994746119966,20434985.36459297,8490484.999092143,2,35.13648027023813,2,7.195072146184979,627.423105030977,self_employed,high_school,married,accident,0
35.66446049860562,9974835.734649628,12704015.420146868,4,7.580675988996353,4,3.909578514103875,468.97989433608825,self_employed,phd,single,theft,1
35.63712046101965,13083805.464711452,2425738.851963265,2,39.904034383073,1,3.4927416070877504,815.5251595743243,self_employed,bachelor,single,health,0
28.761923502524848,14933113.701828346,3025333.2687494345,0,52.00519819289686,1,8.907410128894814,739.415492231168,self_employed,high_school,single,theft,0
42.523636482663946,21053816.022827424,9664520.721278772,2,35.570906584541376,1,3.614673493060552,795.368338272266,employed,high_school,married,health,0
